demand_type,contribution_type,item,variant_id,units,value,source_field_id,source_label,excel_row
cooling,gain,internal_gains,improved_envelope,kWh,5733.12778217,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,improved_envelope,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,as_drawn_envelope,kWh,5062.68705891,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,as_drawn_envelope,kWh,637.078940336,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,as_drawn_envelope,kWh,3723.09903315,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,as_drawn_envelope,kWh,5147.4885889,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,as_drawn_envelope,kWh,6087.94621262,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,as_drawn_envelope,kWh,2368.71939533,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,as_drawn_envelope,kWh,9303.97822176,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,as_drawn_envelope,kWh,17327.2610444,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,as_drawn_envelope,kWh,362.959417437,heating_demand.north,North,390
heating,gain,east,as_drawn_envelope,kWh,1783.52071974,heating_demand.east,East,391
heating,gain,south,as_drawn_envelope,kWh,6947.34338973,heating_demand.south,South,392
heating,gain,west,as_drawn_envelope,kWh,1535.87033246,heating_demand.west,West,393
heating,gain,horizontal,as_drawn_envelope,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,as_drawn_envelope,kWh,1211.34509874,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,as_drawn_envelope,kWh,4590.52559053,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,as_drawn_envelope,kWh,5265.19399192,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,as_drawn_envelope,kWh,4835.11025687,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,as_drawn_envelope,kWh,2983.38529764,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,as_drawn_envelope,kWh,589.066001556,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,as_drawn_envelope,kWh,2193.98094094,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,as_drawn_envelope,kWh,4759.55227702,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,as_drawn_envelope,kWh,3587.55913851,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,as_drawn_envelope,kWh,1395.8600514,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,as_drawn_envelope,kWh,3520.13813397,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,as_drawn_envelope,kWh,1555.70067052,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,as_drawn_envelope,kWh,469.832752596,cooling_demand.north,North,414
cooling,gain,east,as_drawn_envelope,kWh,1359.64041994,cooling_demand.east,East,415
cooling,gain,south,as_drawn_envelope,kWh,5982.77567168,cooling_demand.south,South,416
cooling,gain,west,as_drawn_envelope,kWh,2005.88166046,cooling_demand.west,West,417
cooling,gain,horizontal,as_drawn_envelope,kWh,0,cooling_demand.horizontal,Horizontal,418
