metric_group,end_use,variant_id,units,value,source_field_id,source_label,excel_row
site_energy,phius_ext_lighting,as_drawn_envelope,kWh,0,site_energy.phius_ext_lighting,Phius Ext. Lighting,435
site_energy,phius_mel,as_drawn_envelope,kWh,0,site_energy.phius_mel,Phius MEL,436
site_energy,aux_elec,as_drawn_envelope,kWh,0,site_energy.aux_elec,Aux Elec,437
site_energy,solar_pv,as_drawn_envelope,kWh,0,site_energy.solar_pv,Solar PV,438
primary_energy,heating,as_drawn_envelope,kWh,21019.546668,primary_energy.heating,Heating,441
phius_net_source_energy,heating,as_drawn_envelope,kWh,21019.546668,primary_energy.heating,Heating,441
primary_energy,cooling,as_drawn_envelope,kWh,5977.75425473,primary_energy.cooling,Cooling,442
phius_net_source_energy,cooling,as_drawn_envelope,kWh,5977.75425473,primary_energy.cooling,Cooling,442
primary_energy,dhw,as_drawn_envelope,kWh,9921.45419053,primary_energy.dhw,DHW,443
phius_net_source_energy,dhw,as_drawn_envelope,kWh,9921.45419053,primary_energy.dhw,DHW,443
primary_energy,dishwashing,as_drawn_envelope,kWh,565.266921277,primary_energy.dishwashing,Dishwashing,444
phius_net_source_energy,dishwashing,as_drawn_envelope,kWh,565.266921277,primary_energy.dishwashing,Dishwashing,444
primary_energy,clothes_washing,as_drawn_envelope,kWh,738.748625905,primary_energy.clothes_washing,Clothes Washing,445
phius_net_source_energy,clothes_washing,as_drawn_envelope,kWh,738.748625905,primary_energy.clothes_washing,Clothes Washing,445
primary_energy,clothes_drying,as_drawn_envelope,kWh,32.8739803447,primary_energy.clothes_drying,Clothes Drying,446
phius_net_source_energy,clothes_drying,as_drawn_envelope,kWh,32.8739803447,primary_energy.clothes_drying,Clothes Drying,446
primary_energy,refrigerator,as_drawn_envelope,kWh,1898,primary_energy.refrigerator,Refrigerator,447
phius_net_source_energy,refrigerator,as_drawn_envelope,kWh,1898,primary_energy.refrigerator,Refrigerator,447
primary_energy,cooking,as_drawn_envelope,kWh,0,primary_energy.cooking,Cooking,448
phius_net_source_energy,cooking,as_drawn_envelope,kWh,0,primary_energy.cooking,Cooking,448
primary_energy,phi_lighting,as_drawn_envelope,kWh,0,primary_energy.phi_lighting,PHI Lighting,449
phius_net_source_energy,phi_lighting,as_drawn_envelope,kWh,0,primary_energy.phi_lighting,PHI Lighting,449
primary_energy,phi_consumer_elec,as_drawn_envelope,kWh,1585.92572349,primary_energy.phi_consumer_elec,PHI Consumer Elec.,450
phius_net_source_energy,phi_consumer_elec,as_drawn_envelope,kWh,1585.92572349,primary_energy.phi_consumer_elec,PHI Consumer Elec.,450
primary_energy,phi_small_appliances,as_drawn_envelope,kWh,170.651388215,primary_energy.phi_small_appliances,PHI Small Appliances,451
phius_net_source_energy,phi_small_appliances,as_drawn_envelope,kWh,170.651388215,primary_energy.phi_small_appliances,PHI Small Appliances,451
primary_energy,phius_int_lighting,as_drawn_envelope,kWh,0,primary_energy.phius_int_lighting,Phius Int. Lighting,452
phius_net_source_energy,phius_int_lighting,as_drawn_envelope,kWh,0,primary_energy.phius_int_lighting,Phius Int. Lighting,452
primary_energy,phius_ext_lighting,as_drawn_envelope,kWh,0,primary_energy.phius_ext_lighting,Phius Ext. Lighting,453
phius_net_source_energy,phius_ext_lighting,as_drawn_envelope,kWh,0,primary_energy.phius_ext_lighting,Phius Ext. Lighting,453
primary_energy,phius_mel,as_drawn_envelope,kWh,0,primary_energy.phius_mel,Phius MEL,454
phius_net_source_energy,phius_mel,as_drawn_envelope,kWh,0,primary_energy.phius_mel,Phius MEL,454
primary_energy,aux_elec,as_drawn_envelope,kWh,0,primary_energy.aux_elec,Aux Elec,455
phius_net_source_energy,aux_elec,as_drawn_envelope,kWh,0,primary_energy.aux_elec,Aux Elec,455
primary_energy,solar_pv,as_drawn_envelope,kWh,0,primary_energy.solar_pv,Solar PV,456
phius_net_source_energy,solar_pv,as_drawn_envelope,kWh,0,primary_energy.solar_pv,Solar PV,456
per,heating,as_drawn_envelope,kWh,32033.4489779,primary_energy_renewable.heating,Heating,520
per,cooling,as_drawn_envelope,kWh,3333.74756514,primary_energy_renewable.cooling,Cooling,521
per,dhw,as_drawn_envelope,kWh,14999.1969377,primary_energy_renewable.dhw,DHW,522
per,dishwashing,as_drawn_envelope,kWh,260.892425205,primary_energy_renewable.dishwashing,Dishwashing,523
per,clothes_washing,as_drawn_envelope,kWh,340.960904264,primary_energy_renewable.clothes_washing,Clothes Washing,524
per,clothes_drying,as_drawn_envelope,kWh,15.1726063129,primary_energy_renewable.clothes_drying,Clothes Drying,525
per,refrigerator,as_drawn_envelope,kWh,876,primary_energy_renewable.refrigerator,Refrigerator,526
per,cooking,as_drawn_envelope,kWh,0,primary_energy_renewable.cooking,Cooking,527
per,phi_lighting,as_drawn_envelope,kWh,0,primary_energy_renewable.phi_lighting,PHI Lighting,528
per,phi_consumer_elec,as_drawn_envelope,kWh,731.965718533,primary_energy_renewable.phi_consumer_elec,PHI Consumer Elec.,529
per,phi_small_appliances,as_drawn_envelope,kWh,78.7621791762,primary_energy_renewable.phi_small_appliances,PHI Small Appliances,530
per,phius_int_lighting,as_drawn_envelope,kWh,0,primary_energy_renewable.phius_int_lighting,Phius Int. Lighting,531
per,phius_ext_lighting,as_drawn_envelope,kWh,0,primary_energy_renewable.phius_ext_lighting,Phius Ext. Lighting,532
per,phius_mel,as_drawn_envelope,kWh,0,primary_energy_renewable.phius_mel,Phius MEL,533
per,aux_elec,as_drawn_envelope,kWh,0,primary_energy_renewable.aux_elec,Aux Elec,534
per,solar_pv,as_drawn_envelope,kWh,0,primary_energy_renewable.solar_pv,Solar PV,535
co2e,heating,as_drawn_envelope,tonsCO2e,3.387892912,co2e.heating,Heating,502
co2e,cooling,as_drawn_envelope,tonsCO2e,0.661816854147,co2e.cooling,Cooling,503
co2e,dhw,as_drawn_envelope,tonsCO2e,1.5975798804,co2e.dhw,DHW,504
co2e,dishwashing,as_drawn_envelope,tonsCO2e,0.0625825618872,co2e.dishwashing,Dishwashing,505
co2e,clothes_washing,as_drawn_envelope,tonsCO2e,0.0817892925617,co2e.clothes_washing,Clothes Washing,506
